"DATE","HOUR","YEAR","SO2","NO","NO2","NOX","O3","CO","PM10","PM2.5","VV","DD","TMP","HR","PRB","MONTH"
"29-11-2012","24:00","2012",1,3,5,9,88,0.3,8,2,3.2,335,18.7,63,1019,"November"
"30-11-2012","24:00","2012",1,3,4,9,85,0.3,14,3,4,335,19.3,56,1017,"November"
"01-12-2012","24:00","2012",1,3,2,6,86,0.160153102336825,15,3,4.1,335,18.8,55,1018,"December"
"02-12-2012","24:00","2012",1,3,3,7,85,0.160153102336825,9,2,4,22,17.7,59,1024,"December"
"03-12-2012","24:00","2012",1,3,5,10,89,0.160153102336825,14,3,3.3,23,18.9,51,1032,"December"
"04-12-2012","24:00","2012",1,4,8,15,89,0.160153102336825,17,4,2.4,23,18.9,54,1033,"December"
"05-12-2012","24:00","2012",1,4,8,14,84,0.160153102336825,11,3,2.2,23,19,58,1026,"December"
"06-12-2012","24:00","2012",1,3,8,12,79,0.160153102336825,11,4,1.4,158,19.9,62,1024,"December"
"07-12-2012","24:00","2012",2,5,19,26,72.1123595505618,0.160153102336825,13,4,0.8,292,18.8,68,1025,"December"
"08-12-2012","24:00","2012",3,3,6,11,71,0.3,6,3,1.7,334,19.4,74,1023,"December"
"09-12-2012","24:00","2012",3,3,5,9,74,0.3,4,2,2.3,23,19.5,70,1022,"December"
"10-12-2012","24:00","2012",3,4,13,19,62,0.160153102336825,13,3,1.9,23,19.6,70,1019,"December"
"11-12-2012","24:00","2012",4,4.36969930609098,10.7337437475952,17.1933099961105,48,0.160153102336825,24,5,1,335,19.7,65,1014,"December"
"12-12-2012","24:00","2012",4,7,17,27,58,0.160153102336825,15,4,1.5,335,20.6,68,1013,"December"
"13-12-2012","24:00","2012",3,5,11,19,69,0.160153102336825,11,3,1.5,335,19.3,69,1018,"December"
"14-12-2012","24:00","2012",3,5,15,23,66,0.160153102336825,7,2,1.3,335,19.8,66,1023,"December"
"15-12-2012","24:00","2012",2,3,7,12,75,0.3,5,2,1.7,23,19.8,69,1029,"December"
"16-12-2012","24:00","2012",2,3,2,6,80,0.3,7,2,2.3,23,20,72,1030,"December"
"17-12-2012","24:00","2012",2,4,8,13,77,0.160153102336825,15,3,2.2,23,19.7,70,1026,"December"
"18-12-2012","24:00","2012",3.16059793024147,4.36969930609098,10.7337437475952,17.1933099961105,72.1123595505618,0.160153102336825,17,6.34712371946414,1.1,334,20.1,77,1022,"December"
"19-12-2012","24:00","2012",4,4.36969930609098,10.7337437475952,17.1933099961105,49,0.2,22,6.34712371946414,0.9,335,21.1,67,1021,"December"
"20-12-2012","24:00","2012",5,4.36969930609098,10.7337437475952,17.1933099961105,48,0.1,17,6.34712371946414,1,335,21.4,50,1022,"December"
"21-12-2012","24:00","2012",3,5,10.7337437475952,31,66,0.1,16,5,1.1,335,20.4,72,1024,"December"
"22-12-2012","24:00","2012",4,5,10.7337437475952,35,70,0.1,25,9,1.1,335,20.5,80,1022,"December"
"23-12-2012","24:00","2012",1,4.36969930609098,10.7337437475952,17.1933099961105,44,0.2,40,6,0.9,335,21,49,1020,"December"
"24-12-2012","24:00","2012",1,4.36969930609098,10.7337437475952,17.1933099961105,49,0.1,37,6,1,292,21.2,64.4642195031517,1016,"December"
"25-12-2012","24:00","2012",1,3,11,15,84,0.1,17,3,3.6,23,19.1,58,1024,"December"
"26-12-2012","24:00","2012",1,4,13,19,85,0.1,15,2,4.2,22,18.6,57,1028,"December"
"27-12-2012","24:00","2012",1,3,15,19,86,0.1,27,5,4,23,19.1,64,1028,"December"
"28-12-2012","24:00","2012",2,4.36969930609098,10.7337437475952,17.1933099961105,62,0.1,37,6,1.6,23,20.6,62,1030,"December"
"29-12-2012","24:00","2012",1,3,14,19,77,0.1,30,5,1.9,23,20.9,58,1034,"December"
"30-12-2012","24:00","2012",1,3,14,19,79,0.1,21,5,3,23,18.9,66,1034,"December"
"31-12-2012","24:00","2012",1,3,17,22,85,0.1,14,2,2.5,22,18.8,56,1030,"December"
"01-01-2013","24:00","2013",1,3,11,15,84,0.1,13,2,3.1,23,18.7,60,1027,"January"
"02-01-2013","24:00","2013",1,4,15,20,81,0.1,18,4,3.5,23,18.9,65,1025,"January"
"03-01-2013","24:00","2013",2,4,17,22,82,0.1,16,4,2.4,23,18.8,60,1027,"January"
"04-01-2013","24:00","2013",1,4.36969930609098,10.7337437475952,17.1933099961105,62,0.2,24.4685582822086,16,1.4,158,19.4,52,1032,"January"
"05-01-2013","24:00","2013",1,10,10.7337437475952,17.1933099961105,75,0.1,56,10,3.5,158,19.1,64.4642195031517,1016.13124775261,"January"
"06-01-2013","24:00","2013",3.16059793024147,3,14,19,84,0.1,37,5,1.6,23,19.7,61,1033,"January"
"07-01-2013","24:00","2013",3.16059793024147,3,20,26,76,0.1,29,6,1.3,335,19,65,1030,"January"
"08-01-2013","24:00","2013",3.16059793024147,4,21,27,76,0.1,25,6,2,23,18.2,71,1030,"January"
"09-01-2013","24:00","2013",3.16059793024147,4,21,27,78,0.1,22,6,1.4,334,18.5,73,1028,"January"
"10-01-2013","24:00","2013",3.16059793024147,4,22,28,80,0.2,23,6,2,23,18.5,76,1026,"January"
"11-01-2013","24:00","2013",3.16059793024147,4,10.7337437475952,30,86,0.2,21,6,1.8,22,18.5,74,1024,"January"
"12-01-2013","24:00","2013",3.16059793024147,5,21,29,77,0.2,20,7,1.9,23,18.2,75,1024,"January"
"13-01-2013","24:00","2013",3.16059793024147,4,14,19,83,0.1,19,5,3,23,18.5,70,1025,"January"
"14-01-2013","24:00","2013",3.16059793024147,4,15,21,86,0.1,36,5,4.5,22,18.4,61,1025,"January"
"15-01-2013","24:00","2013",3.16059793024147,4,15,20,87,0.2,33,6,3.3,23,18.1,67,1027,"January"
"16-01-2013","24:00","2013",3.16059793024147,5,23,30,76,0.2,32,6,1.1,335,18.5,74,1029,"January"
"17-01-2013","24:00","2013",3.16059793024147,4,15,21,85,0.1,14,3,2.5,23,17.7,66,1029,"January"
"18-01-2013","24:00","2013",3.16059793024147,4,18,25,75,0.2,11,2,2.1,335,18.8,63,1023,"January"
"19-01-2013","24:00","2013",3.16059793024147,3,13,18,83,0.2,23,5,3.1,335,19.4,63,1017,"January"
"20-01-2013","24:00","2013",3.16059793024147,3,12,17,86,0.2,14,3,2.8,335,18.5,62,1019,"January"
"21-01-2013","24:00","2013",3.16059793024147,4,16,22,72,0.2,9,2,2.7,334,19.7,68,1019,"January"
"22-01-2013","24:00","2013",3.16059793024147,3,13,18,85,0.1,13,2,4,21,17.9,63,1023,"January"
"23-01-2013","24:00","2013",3.16059793024147,4,13,18,85,0.2,24,4,4.6,22,18.3,56,1027,"January"
"24-01-2013","24:00","2013",3.16059793024147,4,13,19,83,0.2,20,3,4.1,22,18.1,61,1029,"January"
"25-01-2013","24:00","2013",3.16059793024147,4,14,20,75,0.2,11,2,3.1,335,19,66,1030,"January"
"26-01-2013","24:00","2013",3.16059793024147,4,12,17,69,0.2,10,2,3.3,334,19.4,72,1027,"January"
"27-01-2013","24:00","2013",3.16059793024147,3,11,15,71,0.2,8,2,3.6,23,19,72,1028,"January"
"28-01-2013","24:00","2013",3.16059793024147,4,15,21,68,0.2,14,3,2.8,23,18.5,72,1029,"January"
"29-01-2013","24:00","2013",3.16059793024147,7,10.7337437475952,17.1933099961105,61,0.2,22,7,1.6,23,19.9,71,1029,"January"
"30-01-2013","24:00","2013",3.16059793024147,4.36969930609098,10.7337437475952,17.1933099961105,51,0.2,33,8,1.2,44,20.3,60,1032,"January"
"31-01-2013","24:00","2013",3.16059793024147,4.36969930609098,10.7337437475952,17.1933099961105,63,0.2,24,5,1.6,8,20.1,58,1031,"January"
"01-02-2013","24:00","2013",3.16059793024147,8,23,35,79,0.3,30,9,2,23,19.3,75,1029,"February"
"02-02-2013","24:00","2013",3.16059793024147,4,18,24,63,0.2,25,6,3.3,23,18.3,73,1026,"February"
"03-02-2013","24:00","2013",3.16059793024147,3,11,15,92,0.2,27,5,4.4,21,17.9,59,1021,"February"
"04-02-2013","24:00","2013",3.16059793024147,4.36969930609098,19,17.1933099961105,79,0.2,24.4685582822086,6.34712371946414,3.3,23,19.3,64,1022,"February"
"05-02-2013","24:00","2013",3.16059793024147,4.36969930609098,10.7337437475952,17.1933099961105,73,0.2,24.4685582822086,17,2.5,158,19.1,64.4642195031517,1029,"February"
"06-02-2013","24:00","2013",3.16059793024147,5,17,23,86,0.2,26,4,2.6,23,17.8,68,1027,"February"
"07-02-2013","24:00","2013",3.16059793024147,5,17,24,92,0.2,34,6,3.6,22,17.6,63,1022,"February"
"08-02-2013","24:00","2013",3.16059793024147,6,18,27,90,0.1,39,6,3.9,21,17.1,61,1019,"February"
"09-02-2013","24:00","2013",1,4,14,20,92,0.1,34,6,4.2,22,17.5,61,1020,"February"
"10-02-2013","24:00","2013",1,4,17,24,92,0.1,39,7,3.4,22,18,65,1022,"February"
"11-02-2013","24:00","2013",1,5,14,21,96,0.1,29,5,3.4,23,17.8,72,1026,"February"
"12-02-2013","24:00","2013",1,4,12,19,89,0.1,22,3,4.2,22,18,63,1024,"February"
"13-02-2013","24:00","2013",1,5,14,21,83,0.1,30,5,4.1,22,18,68,1019,"February"
"14-02-2013","24:00","2013",1,6,19,28,78,0.1,45,7,2.6,23,18.7,75,1017,"February"
"15-02-2013","24:00","2013",1,7,10.7337437475952,34,68,0.1,51,8,1.7,335,20,65,1016,"February"
"16-02-2013","24:00","2013",3.16059793024147,4.36969930609098,10.7337437475952,17.1933099961105,72.1123595505618,0.160153102336825,24.4685582822086,6.34712371946414,2.84690667598742,95.612700628053,21.4533478893741,64.4642195031517,1016.13124775261,"February"
"17-02-2013","24:00","2013",3.16059793024147,4.36969930609098,10.7337437475952,17.1933099961105,72.1123595505618,0.160153102336825,24.4685582822086,6.34712371946414,2.84690667598742,95.612700628053,21.4533478893741,64.4642195031517,1016.13124775261,"February"
"18-02-2013","24:00","2013",3.16059793024147,4.36969930609098,10.7337437475952,17.1933099961105,72.1123595505618,0.160153102336825,24.4685582822086,6.34712371946414,3.4,335,21.4533478893741,64.4642195031517,1016.13124775261,"February"
"19-02-2013","24:00","2013",3.16059793024147,5,15,22,89,0.1,15,1,3.2,335,17.7,56,1014,"February"
"20-02-2013","24:00","2013",1,5,23,31,78,0.1,14,2,2.2,335,18.5,60,1018,"February"
"21-02-2013","24:00","2013",1,7,10.7337437475952,17.1933099961105,66,0.1,13,3,1.7,158,18.7,68,1021,"February"
"22-02-2013","24:00","2013",1,6,21,31,62,0.1,12,2,1.7,335,19.2,69,1020,"February"
"23-02-2013","24:00","2013",1,4,12,18,92,0.1,20,4,3.7,23,18.5,63,1022,"February"
"24-02-2013","24:00","2013",1,4,11,17,97,0.1,22,4,3.8,23,18.1,63,1020,"February"
"25-02-2013","24:00","2013",1,4,14,21,97,0.2,32,7,2.7,23,18.2,69,1014,"February"
"26-02-2013","24:00","2013",1,6,10.7337437475952,35,87,0.2,30,7,1.3,293,19,66,1008,"February"
"27-02-2013","24:00","2013",1,5,20,27,94,0.1,25,4,1.8,335,18.7,57,1011,"February"
"28-02-2013","24:00","2013",1,5,20,28,96,0.1,17,3,2.2,23,17.8,57,1015,"February"
"01-03-2013","24:00","2013",1,5,22,30,95,0.2,16,3,1.6,158,17.9,62,1013,"March"
"02-03-2013","24:00","2013",1,4,16,23,85,0.2,15,2,2.1,180,18.7,70,1007,"March"
"03-03-2013","24:00","2013",1,4,13,19,80,0.2,21,2,5.4,180,19.1,70,1000,"March"
"04-03-2013","24:00","2013",1,4,15,22,96,0.2,20,5,3.2,226,19.5,70,1016.13124775261,"March"
"05-03-2013","24:00","2013",1,5,15,22,92,0.2,25,4,3.3,292,20.7,61,1016.13124775261,"March"
"06-03-2013","24:00","2013",1,9,10.7337437475952,17.1933099961105,58,0.2,27,5,1.8,158,21.5,70,1010,"March"
"07-03-2013","24:00","2013",1,8,19,32,35,0.2,15,3,1.8,293,22.3,69,1015,"March"
"08-03-2013","24:00","2013",1,4.36969930609098,10.7337437475952,17.1933099961105,31,0.2,19,4,1.4,158,20,78,1016,"March"
"09-03-2013","24:00","2013",1,6,21,30,62,0.2,17,3,2.1,335,21.4,66,1017,"March"
"10-03-2013","24:00","2013",1,4,14,20,92,0.1,19,3,2.1,336,19.6,58,1020,"March"
"11-03-2013","24:00","2013",3.16059793024147,6,18,27,85,0.2,12,2,1.6,336,19.1,64,1020,"March"
"12-03-2013","24:00","2013",3.16059793024147,4.36969930609098,10.7337437475952,17.1933099961105,72.1123595505618,0.160153102336825,24.4685582822086,6.34712371946414,1.2,335,21.4533478893741,64.4642195031517,1016.13124775261,"March"
"13-03-2013","24:00","2013",4,6,17,25,70,0.2,16,2,1.9,335,20.3,64,1014,"March"
"14-03-2013","24:00","2013",2,8,19,30,74,0.2,17,2,2.3,24,19,73,1014,"March"
"15-03-2013","24:00","2013",3,5,22,29,95,0.2,20,3,1.5,158,19.4,73,1010,"March"
"16-03-2013","24:00","2013",6,8,23,35,68,0.2,18,3,1.2,158,22.3,60,1003,"March"
"17-03-2013","24:00","2013",4,5,12,19,78,0.2,16,2,2.3,293,22.5,62,1004,"March"
"18-03-2013","24:00","2013",4,7,20,30,72,0.2,13,2,1,292,21.3,69,1008,"March"
"19-03-2013","24:00","2013",4,6,18,27,75,0.2,12,1,2.3,292,21.2,66,1010,"March"
"20-03-2013","24:00","2013",3,6,16,25,79,0.2,12,2,1.8,23,20.7,69,1016,"March"
"21-03-2013","24:00","2013",5,7,23,34,73,0.2,10,2,1.5,158,20.6,64,1014,"March"
"22-03-2013","24:00","2013",5,7,22,32,83,0.2,22,3,2.5,335,19.8,59,1014,"March"
"23-03-2013","24:00","2013",5,5,14,21,101,0.2,17,3,2.6,335,19.5,54,1012,"March"
"24-03-2013","24:00","2013",4,7,15,25,103,0.2,14,2,2.3,334,18.7,54,1017,"March"
"25-03-2013","24:00","2013",1,5,15,22,94,0.2,15,6.34712371946414,1.7,334,18.8,60,1018,"March"
"26-03-2013","24:00","2013",2,6,18,27,83,0.160153102336825,12,6.34712371946414,1.7,334,20.1,62,1016,"March"
"27-03-2013","24:00","2013",1,5,17,24,74,0.160153102336825,17,6.34712371946414,1.9,293,21.4,65,1012,"March"
"28-03-2013","24:00","2013",1,6,15,24,90,0.160153102336825,16,6.34712371946414,1.9,335,20.7,63,1018,"March"
"29-03-2013","24:00","2013",2,4.36969930609098,10.7337437475952,17.1933099961105,81,0.160153102336825,12,6.34712371946414,1.7,334,20.9,65,1022,"March"
"30-03-2013","24:00","2013",1,4.36969930609098,17,17.1933099961105,65,0.160153102336825,17,6.34712371946414,2.4,23,20.2,72,1022,"March"
"31-03-2013","24:00","2013",1,4.36969930609098,17,35,52,0.160153102336825,15,6.34712371946414,1.6,23,21,69,1016,"March"
"01-04-2013","24:00","2013",1,6,15,24,56,0.160153102336825,15,6.34712371946414,1.6,335,21.1,68,1015,"April"
"02-04-2013","24:00","2013",1,6,18,27,70,0.160153102336825,16,6.34712371946414,2.6,158,21.1,67,1012,"April"
"03-04-2013","24:00","2013",1,5,17,24,94,0.160153102336825,20,6.34712371946414,2.8,293,20.6,56,1009,"April"
"04-04-2013","24:00","2013",3,5,16,23,97,0.2,22,6.34712371946414,2.8,293,19.7,55,1012,"April"
"05-04-2013","24:00","2013",4,5,14,22,100,0.2,27,5,3.9,335,19.9,53,1021,"April"
"06-04-2013","24:00","2013",3.16059793024147,5,13,20,110,0.1,21,4,3.4,22,18.5,50,1023,"April"
"07-04-2013","24:00","2013",3.16059793024147,4,12,18,108,0.1,15,3,2.4,334,18.4,51,1017,"April"
"08-04-2013","24:00","2013",3.16059793024147,5,20,28,97,0.2,16,3,2.1,335,17.8,63,1015,"April"
"09-04-2013","24:00","2013",3.16059793024147,6,16,25,93,0.2,13,3,3,23,18.9,60,1020,"April"
"10-04-2013","24:00","2013",3.16059793024147,7,17,27,78,0.2,13,2,2.5,23,19.9,67,1021,"April"
"11-04-2013","24:00","2013",3.16059793024147,6,17,26,69,0.2,10,2,2.7,22,19.8,71,1020,"April"
"12-04-2013","24:00","2013",3.16059793024147,6,15,24,73,0.2,13,3,3.3,23,19.9,68,1017,"April"
"13-04-2013","24:00","2013",3.16059793024147,5,12,20,91,0.2,14,2,3.4,23,19.5,63,1016,"April"
"14-04-2013","24:00","2013",3.16059793024147,5,11,18,101,0.2,12,3,2.3,334,19,60,1019,"April"
"15-04-2013","24:00","2013",3.16059793024147,6,14,22,90,0.2,20,3,3.2,23,19.6,66,1020,"April"
"16-04-2013","24:00","2013",3.16059793024147,6,15,23,86,0.3,26,5,3.2,23,19.6,72,1016,"April"
"17-04-2013","24:00","2013",3.16059793024147,5,15,23,95,0.3,25,6,2.9,22,20.5,75,1014,"April"
"18-04-2013","24:00","2013",3.16059793024147,6,19,28,88,0.3,49,12,2.2,22,20.9,77,1012,"April"
"19-04-2013","24:00","2013",3.16059793024147,5,16,24,98,0.3,54,12,2.2,22,22,75,1008,"April"
"20-04-2013","24:00","2013",3.16059793024147,4.36969930609098,10.7337437475952,17.1933099961105,70,0.160153102336825,24.4685582822086,14,1,180,25.3,58,1008,"April"
"21-04-2013","24:00","2013",3.16059793024147,4.36969930609098,10.7337437475952,17.1933099961105,87,0.160153102336825,24.4685582822086,14,1.7,44,26.9,49,1010,"April"
"22-04-2013","24:00","2013",3.16059793024147,6,21,30,100,0.3,45,8,2.7,22,26,64.4642195031517,1012,"April"
"23-04-2013","24:00","2013",3.16059793024147,6,19,29,97,0.3,30,6,2.8,23,21.2,63,1009,"April"
"24-04-2013","24:00","2013",3.16059793024147,4.36969930609098,10.7337437475952,17.1933099961105,98,0.3,29,7,2.1,334,21.8,61,1009,"April"
"25-04-2013","24:00","2013",3.16059793024147,10,10.7337437475952,17.1933099961105,94,0.3,25,5,2.4,23,23.5,55,1013,"April"
"26-04-2013","24:00","2013",3.16059793024147,5,17,25,72.1123595505618,0.3,24,4,2,22,21.5,64,1016,"April"
"27-04-2013","24:00","2013",3.16059793024147,6,16,25,95,0.3,19,5,2.8,23,20.8,63,1012,"April"
"28-04-2013","24:00","2013",3.16059793024147,5,11,18,100,0.2,20,3,3.6,21,19.3,58,1011,"April"
"29-04-2013","24:00","2013",3.16059793024147,5,14,23,108,0.2,25,3,4.1,22,18.6,49,1013,"April"
"30-04-2013","24:00","2013",3.16059793024147,6,15,23,98,0.2,26,3,3.4,22,19,50,1014,"April"
"01-05-2013","24:00","2013",3.16059793024147,5,11,19,101,0.2,12,2,3.9,335,19.2,52,1017,"May"
"02-05-2013","24:00","2013",3.16059793024147,5,14,21,95,0.2,17,3,4.1,334,21.4533478893741,64.4642195031517,1019,"May"
"03-05-2013","24:00","2013",3.16059793024147,1,7,8,106,0.3,18,4,3.9,334,21.4533478893741,64.4642195031517,1017,"May"
"04-05-2013","24:00","2013",3.16059793024147,1,4,6,103,0.2,17,3,3.2,22,21.4533478893741,64.4642195031517,1018,"May"
"05-05-2013","24:00","2013",3.16059793024147,1,3,4,105,0.3,21,5,3.5,23,21.4533478893741,64.4642195031517,1019,"May"
"06-05-2013","24:00","2013",3.16059793024147,2,13,16,102,0.3,25,5,2.8,23,21.4533478893741,64.4642195031517,1017,"May"
"07-05-2013","24:00","2013",3.16059793024147,9,10.7337437475952,17.1933099961105,75,0.160153102336825,36,7,1.4,158,21.4533478893741,64.4642195031517,1015,"May"
"08-05-2013","24:00","2013",3.16059793024147,4,19,25,90,0.3,32,6,1.3,334,21.4533478893741,64.4642195031517,1015,"May"
"09-05-2013","24:00","2013",3.16059793024147,5,21,29,88,0.3,25,5,2.6,22,21.4533478893741,64.4642195031517,1015,"May"
"10-05-2013","24:00","2013",3.16059793024147,2,16,18,84,0.3,19,4,3,21,21.4533478893741,64.4642195031517,1015,"May"
"11-05-2013","24:00","2013",3.16059793024147,1,7,9,77,0.3,23,4,2.9,22,21.4533478893741,64.4642195031517,1014,"May"
"12-05-2013","24:00","2013",3.16059793024147,1,3,5,85,0.3,30,6,2.5,22,21.4533478893741,64.4642195031517,1014,"May"
"13-05-2013","24:00","2013",3.16059793024147,2,9,12,73,0.160153102336825,34,6,3.2,336,21.4533478893741,64.4642195031517,1015,"May"
"14-05-2013","24:00","2013",3.16059793024147,1,3,5,81,0.3,24,3,3.7,335,21.4533478893741,64.4642195031517,1016,"May"
"15-05-2013","24:00","2013",3.16059793024147,1,4,6,90,0.3,21,3,4.1,335,21.4533478893741,64.4642195031517,1013,"May"
"16-05-2013","24:00","2013",3.16059793024147,1,5,7,91,0.3,13,2,3.2,335,21.4533478893741,64.4642195031517,1012,"May"
"17-05-2013","24:00","2013",3.16059793024147,1,5,6,88,0.3,11,2,2.5,317,21.4533478893741,64.4642195031517,1014,"May"
"18-05-2013","24:00","2013",3.16059793024147,1,2,4,87,0.3,15,2,3.7,23,21.4533478893741,64.4642195031517,1021,"May"
"19-05-2013","24:00","2013",3.16059793024147,1,2,4,99,0.3,19,4,3.9,22,21.4533478893741,64.4642195031517,1023,"May"
"20-05-2013","24:00","2013",3.16059793024147,1,3,5,84,0.3,15,2,3.8,21,21.4533478893741,64.4642195031517,1021,"May"
"21-05-2013","24:00","2013",3.16059793024147,1,3,5,92,0.3,14,2,3.5,22,21.4533478893741,64.4642195031517,1020,"May"
"22-05-2013","24:00","2013",3.16059793024147,1,3,5,101,0.3,16,2,3.1,22,21.4533478893741,64.4642195031517,1020,"May"
"23-05-2013","24:00","2013",3.16059793024147,1,3,5,104,0.3,14,2,3.5,23,21.4533478893741,64.4642195031517,1020,"May"
"24-05-2013","24:00","2013",3,1,4,5,99,0.3,16,3,3.3,23,21.4533478893741,64.4642195031517,1021,"May"
"25-05-2013","24:00","2013",3,1,2,3,87,0.3,15,3,3.3,22,21.4533478893741,64.4642195031517,1021,"May"
"26-05-2013","24:00","2013",3,1,1,3,92,0.3,16,2,3.9,21,21.4533478893741,64.4642195031517,1019,"May"
"27-05-2013","24:00","2013",3,1,2,4,75,0.3,13,2,3.8,21,21.4533478893741,64.4642195031517,1018,"May"
"28-05-2013","24:00","2013",3,1,2,4,75,0.3,12,2,3.2,23,21.4533478893741,64.4642195031517,1019,"May"
"29-05-2013","24:00","2013",3,1,3,5,66,0.3,13,2,3.1,22,21.4533478893741,64.4642195031517,1021,"May"
"30-05-2013","24:00","2013",3,1,2,3,78,0.3,16,2,3.9,20,21.4533478893741,64.4642195031517,1022,"May"
"31-05-2013","24:00","2013",3,1,3,5,83,0.3,18,2,3.7,21,21.4533478893741,64.4642195031517,1020,"May"
"01-06-2013","24:00","2013",3,1,5,7,96,0.2,27,4,2.9,8,21.4533478893741,64.4642195031517,1016,"June"
"02-06-2013","24:00","2013",3,1,4,6,104,0.2,28,5,3.2,316,21.4533478893741,64.4642195031517,1013,"June"
"03-06-2013","24:00","2013",3,2,6,8,93,0.3,24,3,2.5,21,21.4533478893741,64.4642195031517,1015,"June"
"04-06-2013","24:00","2013",3,2,7,9,92,0.3,20,3,2.3,8,21.4533478893741,64.4642195031517,1014,"June"
"05-06-2013","24:00","2013",3,1,7,9,89,0.2,18,1,2,8,21.4533478893741,64.4642195031517,1016,"June"
"06-06-2013","24:00","2013",3,1,5,7,91,0.2,18,1,3.8,22,21.4533478893741,64.4642195031517,1021,"June"
"07-06-2013","24:00","2013",3,1,5,7,70,0.2,11,3,3.7,23,21.4533478893741,64.4642195031517,1023,"June"
"08-06-2013","24:00","2013",3,1,5,7,85,0.2,14,4,3.9,22,21.4533478893741,64.4642195031517,1022,"June"
"09-06-2013","24:00","2013",3,1,4,6,92,0.2,14,4,3.8,22,21.4533478893741,64.4642195031517,1021,"June"
"10-06-2013","24:00","2013",4,1,6,8,83,0.2,11,3,2.6,9,21.4533478893741,64.4642195031517,1021,"June"
"11-06-2013","24:00","2013",4,1,5,7,91,0.2,12,4,2.7,9,21.4533478893741,64.4642195031517,1023,"June"
"12-06-2013","24:00","2013",3.16059793024147,1,5,7,68,0.2,12,6.34712371946414,3.8,22,21.4533478893741,64.4642195031517,1022,"June"
"13-06-2013","24:00","2013",3.16059793024147,2,5,8,41,0.2,8,6.34712371946414,3.6,21,21.4533478893741,64.4642195031517,1019,"June"
"14-06-2013","24:00","2013",3.16059793024147,3,6,10,51,0.3,17,6.34712371946414,4.3,316,21.4533478893741,64.4642195031517,1016,"June"
"15-06-2013","24:00","2013",3.16059793024147,3,6,10,76,0.3,24,8,3.7,316,21.4533478893741,64.4642195031517,1015,"June"
"16-06-2013","24:00","2013",3.16059793024147,3,5,9,70,0.3,17,8,4.3,315,21.4533478893741,64.4642195031517,1015,"June"
"17-06-2013","24:00","2013",2,3,6,10,60,0.2,12,5,3.6,22,21.4533478893741,64.4642195031517,1017,"June"
"18-06-2013","24:00","2013",1,3,6,10,75,0.1,17,5,3.9,21,21.4533478893741,64.4642195031517,1018,"June"
"19-06-2013","24:00","2013",2,3,6,11,79,0.1,22,7,3.8,8,21.4533478893741,64.4642195031517,1018,"June"
"20-06-2013","24:00","2013",2,3,6,10,79,0.1,26,7,4.7,21,21.4533478893741,64.4642195031517,1017,"June"
"21-06-2013","24:00","2013",2,3,6,10,70,0.2,30,8,4.1,316,21.4533478893741,64.4642195031517,1017,"June"
"22-06-2013","24:00","2013",2,3,5,9,81,0.2,22,7,4.3,316,21.4533478893741,64.4642195031517,1016,"June"
"23-06-2013","24:00","2013",2,3,6,10,86,0.2,28,10,3.5,316,21.4533478893741,64.4642195031517,1013,"June"
"24-06-2013","24:00","2013",2,3,7,11,79,0.2,33,10,2.5,316,21.4533478893741,64.4642195031517,1012,"June"
"25-06-2013","24:00","2013",3.16059793024147,4.36969930609098,10.7337437475952,17.1933099961105,72.1123595505618,0.160153102336825,24.4685582822086,6.34712371946414,2.3,316,21.4533478893741,64.4642195031517,1016.13124775261,"June"
"26-06-2013","24:00","2013",3.16059793024147,4.36969930609098,10.7337437475952,17.1933099961105,72.1123595505618,0.160153102336825,24.4685582822086,6.34712371946414,4.4,335,21.4533478893741,64.4642195031517,1016.13124775261,"June"
"27-06-2013","24:00","2013",3.16059793024147,1,7,9,79,0.1,29,9,3.2,22,21.4533478893741,64.4642195031517,1011,"June"
"28-06-2013","24:00","2013",1,2,8,11,90,0.1,39,11,3.2,22,24.4,52,1011,"June"
"29-06-2013","24:00","2013",1,3,7,11,98,0.1,35,11,3,22,24.7,52,1011,"June"
"30-06-2013","24:00","2013",1,2,5,8,72.1123595505618,0.1,34,10,3.3,317,24,52,1014,"June"
"01-07-2013","24:00","2013",1,2,6,9,94,0.1,33,10,2.9,334,22.4,63,1014,"July"
"02-07-2013","24:00","2013",1,2,6,9,84,0.1,29,8,3.3,22,21.4,68,1015,"July"
"03-07-2013","24:00","2013",1,2,6,10,64,0.1,24,6,2.9,22,21.2,67,1016,"July"
"04-07-2013","24:00","2013",1,3,6,10,50,0.1,14,4,2.8,21,22.4,62,1014,"July"
"05-07-2013","24:00","2013",1,3,6,10,56,0.1,11,4,2.3,316,22.5,58,1013,"July"
"06-07-2013","24:00","2013",1,2,5,9,64,0.1,10,5,2.8,316,22.7,56,1013,"July"
"07-07-2013","24:00","2013",1,2,5,8,81,0.1,14,6,3.1,317,22.6,58,1012,"July"
"08-07-2013","24:00","2013",1,3,6,10,74,0.2,44,9,2.8,21,23.4,62,1011,"July"
"09-07-2013","24:00","2013",1,5,12,20,51,0.3,24.4685582822086,14,1.8,22,27.5,55,1008,"July"
"10-07-2013","24:00","2013",1,3,9,14,67,0.160153102336825,30,9,2.1,158,24,69,1009,"July"
"11-07-2013","24:00","2013",1,3,9,13,86,0.3,23,10,2.1,158,24.2,63,1007,"July"
"12-07-2013","24:00","2013",1,3,8,13,93,0.160153102336825,33,12,2.6,22,24.6,61,1011,"July"
