"DATE","HOUR","YEAR","SO2","NO","NO2","NOX","O3","CO","PM10","PM2.5","VV","DD","TMP","HR","PRB","MONTH"
"01-01-2011","24:00","2011",9,6,11,20,78,0.2,11,2,2.5,25,20.3,66,1021,"January"
"02-01-2011","24:00","2011",9,6,14,22,72,0.2,20,6,1.6,25,20,65,1018,"January"
"03-01-2011","24:00","2011",9,6,16,25,62,0.2,26,6,1.1,5,19.7,75,1017,"January"
"04-01-2011","24:00","2011",10,6,19,29,47,0.2,35,9,0.7,292,19.1,79,1017,"January"
"05-01-2011","24:00","2011",10,4.36969930609098,18,35,46,0.3,24.4685582822086,13,0.7,293,19.4,74,1017,"January"
"06-01-2011","24:00","2011",3.16059793024147,9,17,30,43,0.2,34,8,0.9,293,19.8,55,1016,"January"
"07-01-2011","24:00","2011",10,8,19,31,39,0.2,26,4,0.8,293,20.2,52,1019,"January"
"08-01-2011","24:00","2011",10,5,14,21,54,0.2,24,5,1.5,335,20.4,57,1022,"January"
"09-01-2011","24:00","2011",10,4,9,15,84,0.2,15,4,2.7,24,19.7,69,1025,"January"
"10-01-2011","24:00","2011",10,4,10,16,86,0.2,16,2,3,24,19.2,60,1027,"January"
"11-01-2011","24:00","2011",10,4,11,17,87,0.2,21,3,3.4,23,19.6,63,1028,"January"
"12-01-2011","24:00","2011",10,5,12,19,90,0.3,30,7,2.2,24,20.2,76,1027,"January"
"13-01-2011","24:00","2011",10,5,14,22,73,0.2,22,6,1.2,5,20.2,76,1024,"January"
"14-01-2011","24:00","2011",11,5,14,22,79,0.2,18,5,1.9,43,19.8,75,1023,"January"
"15-01-2011","24:00","2011",11,5,13,21,83,0.2,44,6,1.2,25,20.8,59,1024,"January"
"16-01-2011","24:00","2011",11,5,11,18,89,0.2,56,6,1.7,44,21.1,55,1025,"January"
"17-01-2011","24:00","2011",10,6,17,26,70,0.2,55,9,1.2,136,19.9,53,1027,"January"
"18-01-2011","24:00","2011",11,6,17,26,71,0.2,33,6,1.6,335,19.7,61,1022,"January"
"19-01-2011","24:00","2011",11,6,16,25,73,0.2,20,6,1.3,335,18.9,63,1019,"January"
"20-01-2011","24:00","2011",11,6,19,28,67,0.3,20,5,1,335,19,67,1014,"January"
"21-01-2011","24:00","2011",11,5,18,26,65,0.2,22,5,1,292,19.3,69,1008,"January"
"22-01-2011","24:00","2011",3.16059793024147,4,14,20,81,0.2,13,2,1.2,293,18.9,65,1005,"January"
"23-01-2011","24:00","2011",3.16059793024147,4,11,18,85,0.2,9,2,1.2,293,18.6,67,1003,"January"
"24-01-2011","24:00","2011",3.16059793024147,4.36969930609098,10.7337437475952,17.1933099961105,72.1123595505618,0.160153102336825,24.4685582822086,6.34712371946414,1.8,158,19.6,74,1003,"January"
"25-01-2011","24:00","2011",11,4,10,17,87,0.1,15,3,4.2,180,19.6,76,1016.13124775261,"January"
"26-01-2011","24:00","2011",3.16059793024147,5,11,17,97,0.1,19,2,3.5,292,19.2,56,1001,"January"
"27-01-2011","24:00","2011",3.16059793024147,5,14,21,85,0.2,18,3,2.4,335,19.2,68,1007,"January"
"28-01-2011","24:00","2011",3.16059793024147,5,17,25,75,0.2,18,4,1.9,158,18.6,77,1014,"January"
"29-01-2011","24:00","2011",11,5,12,19,89,0.1,13,3,2.1,25,19.4,75,1012,"January"
"30-01-2011","24:00","2011",3.16059793024147,4,12,18,88,0.1,10,2,2.8,23,18,77,1015,"January"
"31-01-2011","24:00","2011",11,5,12,19,93,0.1,18,2,3.2,6,17.5,57,1020,"January"
"01-02-2011","24:00","2011",3.16059793024147,5,11,18,97,0.1,23,3,3.7,6,17.4,55,1026,"February"
"02-02-2011","24:00","2011",3.16059793024147,5,11,18,103,0.1,25,4,4.6,23,17.8,52,1029,"February"
"03-02-2011","24:00","2011",3.16059793024147,5,11,18,107,0.1,20,4,4.1,24,17.8,54,1031,"February"
"04-02-2011","24:00","2011",3.16059793024147,5,14,22,97,0.1,23,6,2.5,24,18.7,59,1031,"February"
"05-02-2011","24:00","2011",3.16059793024147,10,18,33,86,0.1,29,6,2.7,158,18.5,49,1032,"February"
"06-02-2011","24:00","2011",3.16059793024147,8,14,27,93,0.1,29,5,2.1,24,19.6,64.4642195031517,1031,"February"
"07-02-2011","24:00","2011",3.16059793024147,5,14,21,94,0.1,16,4,1.8,25,18.9,60,1029,"February"
"08-02-2011","24:00","2011",10,5,16,24,79,0.1,11,6.34712371946414,1.2,6,18,60,1024,"February"
"09-02-2011","24:00","2011",11,5,17,25,70,0.1,17,6.34712371946414,1,292,17.5,55,1016,"February"
"10-02-2011","24:00","2011",3.16059793024147,6,16,25,71,0.1,35,5,1.6,5,19.7,50,1016,"February"
"11-02-2011","24:00","2011",10,6,13,21,80,0.1,23,3,1.4,6,20.1,61,1022,"February"
"12-02-2011","24:00","2011",10,5,8,15,90,0.1,18,3,3.1,335,18,55,1025,"February"
"13-02-2011","24:00","2011",11,5,9,16,86,0.1,15,3,2.1,335,18.2,55,1026,"February"
"14-02-2011","24:00","2011",11,5,11,18,79,0.1,9,2,2.7,335,18.6,67,1025,"February"
"15-02-2011","24:00","2011",3.16059793024147,5,11,19,69,0.1,10,2,2,334,18.9,64,1020,"February"
"16-02-2011","24:00","2011",3.16059793024147,5,10,17,73,0.1,8,2,2.6,335,19,68,1017,"February"
"17-02-2011","24:00","2011",3.16059793024147,5,10,18,80,0.1,19,3,1.8,335,18.8,62,1020,"February"
"18-02-2011","24:00","2011",3.16059793024147,5,10,18,80,0.1,16,3,1.5,335,18.5,66,1020,"February"
"19-02-2011","24:00","2011",10,5,9,17,80,0.1,8,2,1.9,6,18.4,64,1021,"February"
"20-02-2011","24:00","2011",10,5,9,16,70,0.1,6,1,3,24,19.1,72,1026,"February"
"21-02-2011","24:00","2011",11,5,12,20,82,0.1,29,4,4.3,23,19.1,72,1027,"February"
"22-02-2011","24:00","2011",11,5,10,18,85,0.1,34,7,3.1,24,19,77,1022,"February"
"23-02-2011","24:00","2011",11,6,10,19,88,0.1,30,7,2.2,24,19.1,76,1020,"February"
"24-02-2011","24:00","2011",3.16059793024147,6,11,19,87,0.1,22,4,2,24,19.1,72,1023,"February"
"25-02-2011","24:00","2011",3.16059793024147,5,11,19,91,0.1,22,4,3.6,24,19.1,67,1023,"February"
"26-02-2011","24:00","2011",3.16059793024147,5,12,20,90,0.2,29,7,2.3,6,19.7,79,1023,"February"
"27-02-2011","24:00","2011",3.16059793024147,5,8,15,99,0.1,25,7,2.6,24,19.1,78,1024,"February"
"28-02-2011","24:00","2011",3.16059793024147,5,9,17,90,0.1,29,4,4.1,24,19,69,1022,"February"
"01-03-2011","24:00","2011",3.16059793024147,5,9,17,97,0.1,43,5,3.5,6,18.7,61,1020,"March"
"02-03-2011","24:00","2011",3.16059793024147,4,8,16,103,0.1,25,4,4.3,6,17.6,54,1019,"March"
"03-03-2011","24:00","2011",6,5,11,17,101,0.1,20,3,3.4,6,17.4,51,1017,"March"
"04-03-2011","24:00","2011",6,5,14,22,97,0.1,12,2,2.1,6,17.1,52,1014,"March"
"05-03-2011","24:00","2011",6,5,12,19,92,0.1,11,2,1.3,293,17.8,54,1012,"March"
"06-03-2011","24:00","2011",6,5,12,19,85,0.1,6,1,0.9,293,17.2,67,1011,"March"
"07-03-2011","24:00","2011",7,4,17,23,72.1123595505618,0.2,8,2,1.5,293,18.2,60,1010,"March"
"08-03-2011","24:00","2011",6,3,14,19,85,0.2,14,2,1.9,293,19,58,1009,"March"
"09-03-2011","24:00","2011",7,6,10.7337437475952,35,68,0.2,13,2,2,158,17.7,72,1009,"March"
"10-03-2011","24:00","2011",8,4,10.7337437475952,31,67,0.2,8,1,2.2,180,18.4,74,1008,"March"
"11-03-2011","24:00","2011",9,4,19,25,78,0.2,9,1,1.5,293,18.3,67,1005,"March"
"12-03-2011","24:00","2011",10,3,13,18,96,0.2,14,2,2.5,293,19.5,62,1005,"March"
"13-03-2011","24:00","2011",11,3,10,15,82,0.2,7,1,1.5,226,17.7,69,999,"March"
"14-03-2011","24:00","2011",3.16059793024147,4,18,23,77,0.2,5,1,1.9,293,14.7,69,1002,"March"
"15-03-2011","24:00","2011",3.16059793024147,4,13,18,82,0.2,7,1,3,335,15.5,57,1016,"March"
"16-03-2011","24:00","2011",9,4,15,20,78,0.2,9,2,2.3,335,16.8,53,1024,"March"
"17-03-2011","24:00","2011",7,4,13,19,79,0.2,10,2,3.2,24,17.7,61,1023,"March"
"18-03-2011","24:00","2011",7,4,13,19,84,0.2,18,4,3,24,18.4,68,1020,"March"
"19-03-2011","24:00","2011",9,5,22,30,72,0.2,23,5,0.9,293,20.4,65,1015,"March"
"20-03-2011","24:00","2011",10,4,13,19,82,0.2,24.4685582822086,7,2,293,22.4,64.4642195031517,1011,"March"
"21-03-2011","24:00","2011",10,8,20,31,78,0.2,38,6,1.3,6,22.4,55,1010,"March"
"22-03-2011","24:00","2011",10,5,12,19,86,0.2,41,5,3.1,293,21.3,60,1006,"March"
"23-03-2011","24:00","2011",9,4,11,17,93,0.2,35,7,3.1,335,20.4,64,1010,"March"
"24-03-2011","24:00","2011",7,4,14,20,87,0.2,25,5,2.1,335,19.4,67,1017,"March"
"25-03-2011","24:00","2011",7,5,16,24,80,0.2,19,4,2.9,24,18.8,73,1018,"March"
"26-03-2011","24:00","2011",7,4,12,17,71,0.2,16,2,1.7,335,19.3,71,1019,"March"
"27-03-2011","24:00","2011",7,3,7,12,85,0.2,9,2,3.8,24,19.3,64,1022,"March"
"28-03-2011","24:00","2011",7,4,9,15,89,0.2,16,3,3,6,19.6,65,1024,"March"
"29-03-2011","24:00","2011",6,4,10,15,84,0.2,20,4,4.2,24,19.5,68,1024,"March"
"30-03-2011","24:00","2011",7,4,11,17,71,0.2,19,4,3.7,24,19.7,73,1020,"March"
"31-03-2011","24:00","2011",8,7,23,34,70,0.2,36,7,1.4,180,20.6,77,1015,"March"
"01-04-2011","24:00","2011",8,7,10.7337437475952,17.1933099961105,63,0.2,41,7,2.5,335,22,60,1014,"April"
"02-04-2011","24:00","2011",7,4,9,15,85,0.2,32,5,2.8,335,20.8,68,1016,"April"
"03-04-2011","24:00","2011",7,4,7,13,87,0.2,15,2,4.6,6,19.5,64,1019,"April"
"04-04-2011","24:00","2011",8,4,10,16,91,0.2,24,3,4.5,6,18.6,54,1017,"April"
"05-04-2011","24:00","2011",7,4,12,18,92,0.2,21,3,3.1,335,19.1,62,1013,"April"
"06-04-2011","24:00","2011",8,4,14,21,83,0.2,20,4,2.3,157,20.2,61,1013,"April"
"07-04-2011","24:00","2011",9,4.36969930609098,10.7337437475952,17.1933099961105,63,0.2,32,7,1.6,44,22.1,69,1011,"April"
"08-04-2011","24:00","2011",9,5,14,21,76,0.2,16,2,2.8,44,22.1,59,1019,"April"
"09-04-2011","24:00","2011",9,4,11,16,82,0.2,16,1,3.8,24,20,76,1025,"April"
"10-04-2011","24:00","2011",9,4,9,14,82,0.2,23,3,3.9,24,19.7,73,1023,"April"
"11-04-2011","24:00","2011",11,4,9,15,87,0.1,28,5,3,6,20,64,1019,"April"
"12-04-2011","24:00","2011",11,4,11,17,92,0.2,33,7,2.9,6,20.8,68,1012,"April"
"13-04-2011","24:00","2011",3.16059793024147,7,15,26,90,0.2,35,10,1.8,6,20.9,68,1009,"April"
"14-04-2011","24:00","2011",7,5,15,21,85,0.2,36,7,2.2,6,22.9,63,1006,"April"
"15-04-2011","24:00","2011",5,4,17,22,83,0.2,28,7,2.3,158,20.7,66,1003,"April"
"16-04-2011","24:00","2011",3.16059793024147,9,18,32,71,0.2,20,5,2.1,158,21,72,1006,"April"
"17-04-2011","24:00","2011",4,3,10,14,71,0.2,15,4,2.6,180,22.4,70,1005,"April"
"18-04-2011","24:00","2011",4,3,10,15,91,0.2,19,2,3,180,23.4,57,1006,"April"
"19-04-2011","24:00","2011",5,6,19,28,72,0.2,18,3,1.6,158,21.8,69,1009,"April"
"20-04-2011","24:00","2011",5,4,13,18,77,0.2,10,2,2,293,21.3,64,1007,"April"
"21-04-2011","24:00","2011",5,3,9,13,96,0.1,12,2,2.6,335,20.2,54,1013,"April"
"22-04-2011","24:00","2011",5,3,7,11,90,0.1,9,2,2.5,335,20.8,54,1015,"April"
"23-04-2011","24:00","2011",6,3,7,11,98,0.1,15,2,4.5,335,19.5,62,1012,"April"
"24-04-2011","24:00","2011",6,3,7,11,103,0.1,17,3,3.6,6,19.3,56,1014,"April"
"25-04-2011","24:00","2011",6,4,12,17,91,0.1,16,3,2.4,6,19.7,68,1014,"April"
"26-04-2011","24:00","2011",7,7,19,30,85,0.1,18,4,1.5,336,20,69,1012,"April"
"27-04-2011","24:00","2011",7,3,14,19,88,0.1,14,3,1.8,157,20.6,64,1009,"April"
"28-04-2011","24:00","2011",8,4,16,22,74,0.1,11,3,1.3,293,19.9,69,1007,"April"
"29-04-2011","24:00","2011",8,3,14,19,86,0.2,9,1,2.4,293,21.1,62,1005,"April"
"30-04-2011","24:00","2011",8,3,11,15,98,0.1,14,2,1.8,293,19.8,66,999,"April"
"01-05-2011","24:00","2011",8,2,8,11,109,0.1,11,2,2.4,293,19.3,59,1000,"May"
"02-05-2011","24:00","2011",7,3,14,19,91,0.2,14,2,2.4,292,20.6,62,1010,"May"
"03-05-2011","24:00","2011",8,5,18,25,76,0.1,9,2,0.9,334,20.2,66,1017,"May"
"04-05-2011","24:00","2011",7,5,17,24,78,0.1,6,2,2,44,20.4,67,1018,"May"
"05-05-2011","24:00","2011",7,4,13,19,75,0.1,9,3,2.5,43,21.2,65,1015,"May"
"06-05-2011","24:00","2011",7,4,13,19,74,0.1,9,2,2.1,334,21.3,60,1013,"May"
"07-05-2011","24:00","2011",7,4,9,16,74,0.1,6,1,3.1,43,21.1,69,1014,"May"
"08-05-2011","24:00","2011",7,3,8,12,107,0.1,14,3,3.5,24,20.7,65,1013,"May"
"09-05-2011","24:00","2011",7,3,10,15,96,0.1,23,4,2.7,6,21,68,1011,"May"
"10-05-2011","24:00","2011",8,4.36969930609098,15,17.1933099961105,85,0.2,50,9,2.9,6,23.1,67,1009,"May"
"11-05-2011","24:00","2011",8,4,13,19,91,0.2,52,10,2.6,334,25.6,56,1005,"May"
"12-05-2011","24:00","2011",8,5,14,22,80,0.2,24.4685582822086,16,1.8,158,24.6,68,1003,"May"
"13-05-2011","24:00","2011",8,5,16,23,60,0.2,24.4685582822086,13,1.5,158,23.6,77,1006,"May"
"14-05-2011","24:00","2011",8,6,14,22,62,0.2,24.4685582822086,13,1.5,157,23.9,74,1009,"May"
"15-05-2011","24:00","2011",8,4,10,16,64,0.1,56,12,2.2,24,24.8,68,1011,"May"
"16-05-2011","24:00","2011",6,4,12,17,67,0.1,46,13,2.7,24,22.7,77,1012,"May"
"17-05-2011","24:00","2011",4,4,12,18,63,0.1,47,13,2.5,335,23.9,65,1012,"May"
"18-05-2011","24:00","2011",4,5,11,19,66,0.1,26,6,2.8,335,23,62,1013,"May"
"19-05-2011","24:00","2011",4,4,10,16,84,0.1,26,4,4,335,22.1,63,1014,"May"
"20-05-2011","24:00","2011",5,4,10,16,86,0.1,15,2,3.5,334,22.2,62,1015,"May"
"21-05-2011","24:00","2011",4,3,8,14,86,0.1,24,6,3.3,6,22.9,68,1015,"May"
"22-05-2011","24:00","2011",5,3,8,12,91,0.1,27,6,3.5,6,22.4,70,1013,"May"
"23-05-2011","24:00","2011",3.16059793024147,4.36969930609098,10.7337437475952,17.1933099961105,85,0.1,31,8,2.4,335,23.6,70,1010,"May"
"24-05-2011","24:00","2011",8,4.36969930609098,17,17.1933099961105,68,0.1,34,8,1.8,158,24.4,68,1011,"May"
"25-05-2011","24:00","2011",7,4.36969930609098,17,17.1933099961105,63,0.1,30,6,1.5,159,22.5,78,1013,"May"
"26-05-2011","24:00","2011",4,9,17,30,59,0.1,25,6,2,158,23.2,68,1012,"May"
"27-05-2011","24:00","2011",3,9,17,31,57,0.1,20,5,2.1,158,23.1,68,1011,"May"
"28-05-2011","24:00","2011",1,3,10,14,73,0.1,12,3,1.5,334,23,67,1014,"May"
"29-05-2011","24:00","2011",1,4,10,15,65,0.1,12,3,1.6,336,22.9,68,1016,"May"
"30-05-2011","24:00","2011",1,2,6,10,72,0.1,10,2,2.8,6,22.8,63,1019,"May"
"31-05-2011","24:00","2011",1,3,9,13,81,0.1,15,2,3.9,24,22.8,61,1019,"May"
"01-06-2011","24:00","2011",1,3,8,13,76,0.1,21,4,3.3,6,23.2,62,1017,"June"
"02-06-2011","24:00","2011",1,3,9,14,87,0.1,21,3,3.1,6,23.4,59,1015,"June"
"03-06-2011","24:00","2011",1,3,9,14,84,0.1,22,4,3.3,335,23.2,64,1013,"June"
"04-06-2011","24:00","2011",2,2,8,11,93,0.1,18,4,3,335,22.4,61,1009,"June"
"05-06-2011","24:00","2011",3,2,6,10,110,0.1,22,4,3.5,335,22.8,62,1008,"June"
"06-06-2011","24:00","2011",4,3,10,15,104,0.1,18,4,2.8,335,22.9,57,1012,"June"
"07-06-2011","24:00","2011",4,3,8,13,88,0.1,22,3,3.5,6,22.3,62,1016,"June"
"08-06-2011","24:00","2011",1,4,10,15,83,0.1,14,2,3.5,6,21.8,62,1019,"June"
"09-06-2011","24:00","2011",2,4,9,15,83,0.1,16,2,3,335,22.7,55,1021,"June"
"10-06-2011","24:00","2011",2,4,9,16,61,0.1,11,1,3.3,335,22.5,62,1021,"June"
"11-06-2011","24:00","2011",2,3,8,13,64,0.1,8,1,3.4,335,22.9,56,1017,"June"
"12-06-2011","24:00","2011",3,3,6,11,63,0.1,17,2,2.9,335,23.2,68,1016,"June"
"13-06-2011","24:00","2011",4,4,12,18,70,0.1,31,3,3.6,24,24.2,67,1016,"June"
"14-06-2011","24:00","2011",5,4,14,20,62,0.1,32,5,3.8,24,24.5,66,1015,"June"
"15-06-2011","24:00","2011",5,5,11,18,65,0.1,31,6,2.5,6,25,62,1016,"June"
"16-06-2011","24:00","2011",5,4,8,14,60,0.1,38,5,4.1,335,25.2,63,1015,"June"
"17-06-2011","24:00","2011",6,4,8,14,64,0.1,34,5,4.7,336,24.1,65,1015,"June"
"18-06-2011","24:00","2011",6,4,12,18,62,0.1,31,5,2.6,6,23.6,73,1014,"June"
"19-06-2011","24:00","2011",8,5,13,20,69,0.1,45,8,3.3,23,25.4,72,1011,"June"
"20-06-2011","24:00","2011",9,6,23,32,75,0.2,24.4685582822086,11,2.4,6,30.7,64.4642195031517,1008,"June"
"21-06-2011","24:00","2011",7,5,15,22,94,0.1,57,10,2.7,6,31,64.4642195031517,1009,"June"
"22-06-2011","24:00","2011",4,5,14,22,82,0.1,44,7,3.3,6,30.8,64.4642195031517,1012,"June"
"23-06-2011","24:00","2011",3,4,16,21,77,0.1,38,7,2.7,6,27.3,57,1012,"June"
"24-06-2011","24:00","2011",7,3,13,17,77,0.1,48,7,3.5,43,26.8,54,1011,"June"
"25-06-2011","24:00","2011",9,3,9,12,87,0.1,31,7,2.6,335,26.4,58,1012,"June"
"26-06-2011","24:00","2011",8,3,10,14,83,0.1,33,6,2.7,336,26.4,57,1013,"June"
"27-06-2011","24:00","2011",9,3,12,16,81,0.1,29,7,3.3,23,24.1,73,1013,"June"
"28-06-2011","24:00","2011",9,3,12,17,79,0.1,39,8,3.7,24,24.5,75,1011,"June"
"29-06-2011","24:00","2011",8,3,10,14,76,0.1,38,9,3.7,23,24.9,74,1010,"June"
"30-06-2011","24:00","2011",8,4,12,18,79,0.1,51,10,2.7,335,26.7,65,1009,"June"
"01-07-2011","24:00","2011",10,4.36969930609098,10.7337437475952,17.1933099961105,68,0.1,24.4685582822086,12,1.5,6,29.3,54,1009,"July"
"02-07-2011","24:00","2011",9,4,11,17,84,0.1,44,9,3,335,28.5,53,1010,"July"
"03-07-2011","24:00","2011",10,3,6,11,85,0.1,26,5,4.5,23,23.8,66,1016,"July"
"04-07-2011","24:00","2011",11,4,8,14,77,0.1,34,3,4.9,6,23.8,59,1014,"July"
"05-07-2011","24:00","2011",3.16059793024147,4.36969930609098,10.7337437475952,17.1933099961105,72.1123595505618,0.160153102336825,26,5,3.3,6,24.3,66,1014,"July"
"06-07-2011","24:00","2011",4,4,9,15,61,0.2,28,6,3.4,43,24.3,73,1013,"July"
"07-07-2011","24:00","2011",4,4,9,14,62,0.2,25,4,4.2,43,24.5,70,1012,"July"
"08-07-2011","24:00","2011",4,4,9,14,74,0.2,29,3,3.4,6,24.3,63,1013,"July"
"09-07-2011","24:00","2011",4,4,7,13,60,0.2,24,3,4.3,6,24.1,64,1015,"July"
"10-07-2011","24:00","2011",4,4,6,11,64,0.2,24,4,4.1,6,24.6,63,1015,"July"
"11-07-2011","24:00","2011",4,4,8,14,53,0.2,18,2,4.2,6,24.3,65,1012,"July"
"12-07-2011","24:00","2011",4,5,8,14,47,0.2,16,2,4.3,23,24.1,70,1013,"July"
"13-07-2011","24:00","2011",5,4,10,16,62,0.2,27,4,4.3,23,24,71,1015,"July"
"14-07-2011","24:00","2011",5,5,13,20,78,0.2,34,6,3.4,335,24.1,66,1014,"July"
"15-07-2011","24:00","2011",5,5,11,18,71,0.2,36,6,4.2,6,24.9,65,1014,"July"
"16-07-2011","24:00","2011",5,4,10,16,81,0.2,26,5,2.9,6,24.4,70,1015,"July"
"17-07-2011","24:00","2011",5,4,9,14,51,0.2,14,3,2.5,335,24.2,72,1015,"July"
"18-07-2011","24:00","2011",6,5,9,16,53,0.2,13,2,3.7,6,23.7,66,1016,"July"
"19-07-2011","24:00","2011",6,6,10,19,48,0.2,15,2,4,336,23.6,66,1016,"July"
"20-07-2011","24:00","2011",6,5,12,19,61,0.2,19,3,4.2,336,23.6,64,1013,"July"
"21-07-2011","24:00","2011",6,5,11,18,63,0.2,25,4,3.6,335,24.2,61,1011,"July"
"22-07-2011","24:00","2011",6,5,12,20,62,0.2,20,3,3,6,24.1,60,1014,"July"
"23-07-2011","24:00","2011",6,4,8,13,80,0.2,17,3,3,6,24.1,58,1018,"July"
"24-07-2011","24:00","2011",7,4,9,16,76,0.1,16,3,3.2,6,23.6,59,1018,"July"
"25-07-2011","24:00","2011",7,5,11,19,81,0.1,20,4,3.1,336,24,55,1013,"July"
"26-07-2011","24:00","2011",7,5,11,18,66,0.1,24,5,3,336,24.7,61,1011,"July"
"27-07-2011","24:00","2011",7,5,9,16,63,0.2,21,3,2.8,6,25.2,63,1012,"July"
"28-07-2011","24:00","2011",8,4,10,16,72,0.2,21,4,2.9,23,24.1,70,1013,"July"
"29-07-2011","24:00","2011",6,5,11,18,70,0.2,28,6,3.4,23,24.6,74,1014,"July"
"30-07-2011","24:00","2011",5,5,10,17,78,0.2,33,7,3.6,6,29.2,64.4642195031517,1013,"July"
"31-07-2011","24:00","2011",5,4,7,13,75,0.2,51,5,3.9,335,26.2,56,1010,"July"
"01-08-2011","24:00","2011",6,5,8,15,58,0.1,16,2,3.9,6,24.3,65,1011,"August"
"02-08-2011","24:00","2011",6,5,8,15,46,0.1,10,1,2.7,7,24.3,69,1013,"August"
"03-08-2011","24:00","2011",6,5,8,16,55,0.1,18,3,3,7,24.6,67,1017,"August"
"04-08-2011","24:00","2011",6,5,8,15,55,0.1,21,3,3.3,336,24.8,65,1020,"August"
"05-08-2011","24:00","2011",6,5,7,15,41,0.1,21,3,4,6,24.6,66,1016,"August"
"06-08-2011","24:00","2011",7,5,5,12,36,0.1,27,3,4.9,335,24.9,67,1011,"August"
"07-08-2011","24:00","2011",7,4,6,12,38,0.2,13,2,3.7,335,24.6,69,1009,"August"
"08-08-2011","24:00","2011",7,5,9,16,52,0.2,12,2,3,335,24.6,71,1012,"August"
"09-08-2011","24:00","2011",6,4,9,15,68,0.2,22,4,3.3,335,25.2,68,1014,"August"
"10-08-2011","24:00","2011",4,4,10,16,79,0.2,30,7,3.2,335,25.4,68,1014,"August"
"11-08-2011","24:00","2011",5,4,11,17,80,0.2,29,6,3.8,23,24.2,73,1014,"August"
"12-08-2011","24:00","2011",5,4,11,16,81,0.2,29,6,3.5,335,24.1,72,1013,"August"
"13-08-2011","24:00","2011",6,3,9,14,63,0.2,26,5,3.9,23,24,72,1009,"August"
"14-08-2011","24:00","2011",6,3,8,13,71,0.2,28,5,3.8,23,24.1,75,1007,"August"
"15-08-2011","24:00","2011",6,3,10,15,52,0.2,33,6,3.2,23,24.8,76,1009,"August"
"16-08-2011","24:00","2011",6,4,12,19,51,0.1,26,5,3.3,23,25.3,71,1012,"August"
"17-08-2011","24:00","2011",7,4,9,15,51,0.1,20,3,3.5,23,23.6,78,1011,"August"
"18-08-2011","24:00","2011",7,4,9,15,62,0.1,12,2,2.9,335,23.7,70,1009,"August"
"19-08-2011","24:00","2011",7,4,10,16,49,0.2,5,1,3.1,336,24.8,68,1008,"August"
"20-08-2011","24:00","2011",7,5,10,18,66,0.2,8,1,2.9,335,24.7,68,1013,"August"
"21-08-2011","24:00","2011",7,3,8,13,65,0.2,10,2,2.6,336,24.3,72,1017,"August"
"22-08-2011","24:00","2011",7,4,10,15,58,0.1,15,2,3.6,23,24.5,71,1016,"August"
"23-08-2011","24:00","2011",7,4,9,14,57,0.2,15,2,3.9,23,24.5,71,1016,"August"
"24-08-2011","24:00","2011",6,4,9,15,65,0.1,23,3,3.7,22,24.5,68,1015,"August"
"25-08-2011","24:00","2011",6,4,10,16,59,0.2,17,2,3.1,335,24.6,70,1014,"August"
"26-08-2011","24:00","2011",6,5,10,17,49,0.1,13,2,2.9,23,24.8,73,1014,"August"
"27-08-2011","24:00","2011",6,4,10,15,59,0.2,16,2,2.6,23,24.5,72,1015,"August"
"28-08-2011","24:00","2011",7,3,10,15,59,0.2,16,3,2.9,23,24.5,71,1017,"August"
"29-08-2011","24:00","2011",7,4,9,15,70,0.1,16,3,3.4,23,24.1,68,1017,"August"
"30-08-2011","24:00","2011",7,4,10,15,74,0.1,13,2,2.9,335,23.9,66,1016,"August"
"31-08-2011","24:00","2011",8,5,11,18,47,0.1,6,2,2.3,336,25.8,62,1014,"August"
"01-09-2011","24:00","2011",7,5,13,21,45,0.1,7,1,1.3,293,25.3,72,1014,"September"
"02-09-2011","24:00","2011",7,5,15,22,52,0.1,10,2,2.7,335,25.6,66,1017,"September"
"03-09-2011","24:00","2011",8,4,9,15,59,0.1,8,1,2.8,335,24.2,68,1017,"September"
"04-09-2011","24:00","2011",8,4,7,13,57,0.1,10,1,3.9,6,25,64,1016,"September"
"05-09-2011","24:00","2011",9,4,10,16,62,0.1,26,3,4.3,6,24.9,67,1015,"September"
"06-09-2011","24:00","2011",9,4,12,18,78,0.1,32,6,3,335,25.9,68,1015,"September"
"07-09-2011","24:00","2011",10,4.36969930609098,10.7337437475952,17.1933099961105,55,0.2,40,9,1.8,158,26.5,63,1013,"September"
"08-09-2011","24:00","2011",3.16059793024147,4.36969930609098,10.7337437475952,17.1933099961105,56,0.2,50,9,1.5,179,30.7,64.4642195031517,1009,"September"
"09-09-2011","24:00","2011",8,6,21,29,72,0.1,37,6,2.2,335,29.9,64.4642195031517,1010,"September"
"10-09-2011","24:00","2011",6,4,10,15,69,0.1,16,2,2.7,335,25,68,1015,"September"
"11-09-2011","24:00","2011",6,4,9,15,41,0.1,9,2,2.2,7,25,76,1018,"September"
"12-09-2011","24:00","2011",7,4,12,18,56,0.1,17,2,3.5,23,24.7,72,1016,"September"
"13-09-2011","24:00","2011",7,4,10,16,63,0.1,15,3,3.8,43,24.9,66,1013,"September"
"14-09-2011","24:00","2011",8,4,10,16,57,0.1,12,2,2.3,336,24.9,62,1010,"September"
"15-09-2011","24:00","2011",8,5,14,21,64,0.1,13,3,1.7,336,24.8,68,1012,"September"
"16-09-2011","24:00","2011",8,4,10,17,66,0.1,7,2,1.8,336,24.5,68,1015,"September"
